"amd64_code","aarch64_code"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r13;call 0x1000 ;mov rdi, qword ptr [rsp+0x48];call 0x2000 ;mov rdi, rbp;call 0x3000 ;call 0x4000","mov x0, x22;bl 0x1000 ;bl 0x2000 ;ldr x0, [];bl 0x3000 ;bl 0x4000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x50];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x50];call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","ldr x0, [];bl 0x1000 ;mov x0, x20;bl 0x2000 ;bl 0x3000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x4b0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x488];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x478];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x468];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x458];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea rdi, [rsp+0x498];call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x0, x28;bl 0x1000 ;b 0x2000 ;b 0x3000"
"lea rdi, [rsp+0x418];lea rbp, [rsp+0x1a0];call 0x1000 ;lea rax, [rsp+0x290];mov qword ptr [rsp+0x18], rax;jmp 0x2000","sub x0, x29, # 0x88;bl 0x1000 ;str x0, [];b 0x2000"
"mov rdi, qword ptr [rsp+0x18];call 0x1000 ;mov rdi, qword ptr [rsp+0x28];call 0x2000 ;mov rdi, rbp;call 0x3000 ;mov rdi, rbx;call 0x4000 ;call 0x5000","mov x0, x24;bl 0x1000 ;bl 0x2000 ;mov x0, x19;bl 0x3000 ;bl 0x4000"
"mov rdi, qword ptr [rsp+0x170];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"lea rdi, [rsp+0x160];call 0x1000 ;mov rdi, qword ptr [rsp+0x150];test rdi, rdi;je 0x2000","add x0, sp, # 0x1e8;bl 0x1000 ;cbz x0, 0x2000"
"lea rbp, [rsp+0x1a0];mov rdi, qword ptr [rsp+0x378];test rdi, rdi;je 0x1000","ldr x19, [];cbz x19, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea rax, [0x1000];mov rdi, qword ptr [rsp+0x510];add rax, 0x10;mov qword ptr [rsp+0x410], rax;test rdi, rdi;je 0x2000","adrp x0, 0x1000;ldr x0, [];add x0, x0, # 0x10;str x0, [];cbz x0, 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea rdi, [rsp+0x418];call 0x1000 ;jmp 0x2000","mov x0, x28;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x18];call 0x1000 ;mov rdi, qword ptr [rsp+0x28];call 0x2000 ;mov rdi, rbp;call 0x3000 ;mov rdi, rbx;call 0x4000 ;call 0x5000","mov x0, x24;bl 0x1000 ;bl 0x2000 ;mov x0, x19;bl 0x3000 ;bl 0x4000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x390];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x478];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea rbp, [rsp+0x1a0];jmp 0x1000","add x20, sp, # 0x1e8;b 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x28];call 0x1000 ;mov rdi, rbp;call 0x2000 ;mov rdi, rbx;call 0x3000 ;call 0x4000","mov x0, x24;bl 0x1000 ;mov x0, x19;bl 0x2000 ;bl 0x3000"
"mov rdi, qword ptr [rsp+0x2e8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x2c0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"lea rbp, [rsp+0x290];lea rdi, [rsp+0x2a0];call 0x1000 ;mov rdi, rbp;lea rbp, [rsp+0x1a0];call 0x2000 ;jmp 0x3000","add x20, sp, # 0x1a8;mov x0, x20;bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0x28];call 0x1000 ;mov rdi, rbp;call 0x2000 ;mov rdi, rbx;call 0x3000 ;call 0x4000","mov x0, x24;bl 0x1000 ;mov x0, x19;bl 0x2000 ;bl 0x3000"
"mov rdi, qword ptr [rsp+0x430];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea rax, [rsp+0x290];lea rbp, [rsp+0x1a0];mov qword ptr [rsp+0x18], rax;jmp 0x1000","add x21, sp, # 0x230;b 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x18];call 0x1000 ;mov rdi, qword ptr [rsp+0x28];call 0x2000 ;mov rdi, rbp;call 0x3000 ;mov rdi, rbx;call 0x4000 ;call 0x5000","mov x0, x24;bl 0x1000 ;bl 0x2000 ;mov x0, x19;bl 0x3000 ;bl 0x4000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x390];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"jmp 0x1000"," b 0x1000 ;str x21, []"
"lea rax, [0x1000];mov rdi, qword ptr [rsp+0x510];add rax, 0x10;mov qword ptr [rsp+0x410], rax;test rdi, rdi;je 0x2000","adrp x0, 0x1000;ldr x0, [];add x0, x0, # 0x10;str x0, [];cbz x0, 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea rbp, [rsp+0x1a0];mov rdi, qword ptr [rsp+0x378];test rdi, rdi;je 0x1000","ldr x19, [];cbz x19, 0x1000"
"lea rdi, [rsp+0x418];call 0x1000 ;jmp 0x2000","mov x0, x28;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x18];call 0x1000 ;mov rdi, qword ptr [rsp+0x28];call 0x2000 ;mov rdi, rbp;call 0x3000 ;mov rdi, rbx;call 0x4000 ;call 0x5000","mov x0, x24;bl 0x1000 ;bl 0x2000 ;mov x0, x19;bl 0x3000 ;bl 0x4000"
"mov rdi, qword ptr [rsp+0x1e0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x1d0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x1c0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov ebx, dword ptr [rsp+0x1a8];mov rdi, qword ptr [rsp+0x1a0]","ldr w19, [];ldr x0, []"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea eax, [rbx-0x1];mov r12, qword ptr [rdi+rax*8];mov rbx, rax;test r12, r12;je 0x1000","sub w0, w19, # 0x1;ldr x21, [];cbz x21, 0x1000"
"test rdi, rdi;je 0x1000","cbz x0, 0x1000;mov x8, x0"
"test ebx, ebx;jne 0x1000","cbnz w19, 0x1000;ldp x21, x22, []"
"mov rdi, qword ptr [r12+0x18];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12+0x8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r12;mov esi, 0x38;call 0x1000 ;mov rdi, qword ptr [rsp+0x1a0];jmp 0x2000","mov x0, x22;mov w1, # 0x38;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r13;call 0x1000 ;mov rdi, qword ptr [rsp+0xa8];call 0x2000 ;jmp 0x3000","mov x0, x23;bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0x378];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea rax, [0x1000];mov rdi, qword ptr [rsp+0x510];add rax, 0x10;mov qword ptr [rsp+0x410], rax;test rdi, rdi;je 0x2000","adrp x0, 0x1000;ldr x0, [];add x0, x0, # 0x10;str x0, [];cbz x0, 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"lea rdi, [rsp+0x418];call 0x1000 ;jmp 0x2000","mov x0, x28;bl 0x1000 ;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x18];call 0x1000 ;mov rdi, qword ptr [rsp+0x28];call 0x2000 ;mov rdi, rbp;call 0x3000 ;mov rdi, rbx;call 0x4000 ;call 0x5000","mov x0, x24;bl 0x1000 ;bl 0x2000 ;mov x0, x19;bl 0x3000 ;bl 0x4000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x390];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000 ;jmp 0x3000"," bl 0x1000 ;b 0x2000 ;b 0x3000"
"push rbx ;mov ebx, edi;mov edi, 0x4;call 0x1000 ;lea rsi, [0x2000];xor edx, edx;mov dword ptr [rax], ebx;mov rdi, rax;call 0x3000 ;call 0x4000","str w0, [];bl 0x1000 ;bl 0x2000 ;mov w0, wzr;str w20, [];bl 0x3000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rbp-0x358];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rbp-0x368];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"mov rdi, r13;call 0x1000 ;call 0x2000 ;call 0x3000","mov x0, x22;bl 0x1000 ;bl 0x2000 ;b 0x3000"
"mov rdi, qword ptr [rbp-0x6b0];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rbp-0x760];call 0x1000 ;mov rdi, qword ptr [rbp-0x6f0];mov rax, qword ptr [rdi];call qword ptr [rax+0x10];mov rdi, qword ptr [rbp-0x5f0];test rdi, rdi;jne 0x2000","ldr x0, [];ldr x0, [];ldr x8, [];blr x8 ;cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rbp-0x700];call 0x1000 ;mov rdi, qword ptr [rbp-0x6e8];call 0x2000 ;mov rdi, qword ptr [rbp-0x718];call 0x3000 ;mov rdi, rbx;call 0x4000 ;call 0x5000","mov x0, x19;bl 0x1000 ;bl 0x2000 ;ldr x0, [];bl 0x3000 ;bl 0x4000"
"mov rdi, qword ptr [rbp-0x3d0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, r13;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x0, x22;bl 0x1000 ;b 0x2000 ;b 0x3000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rbp-0x6f8];call 0x1000 ;call 0x2000 ;call 0x3000","mov x0, x19;bl 0x1000 ;bl 0x2000 ;b 0x3000"
"mov rdi, qword ptr [rbp-0x670];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, r15;call 0x1000 ;jmp 0x2000 ;jmp 0x3000","mov x0, x19;bl 0x1000 ;b 0x2000 ;b 0x3000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r14;mov esi, 0x10;lea r14, [rbp-0x6a0];call 0x1000 ;lea rax, [rbp-0x690];mov qword ptr [rbp-0x6d8], rax;jmp 0x2000","mov x0, x27;bl 0x1000 ;sub x27, x27, # 0x10;b 0x2000"
"mov rdi, qword ptr [rbp-0x6d8];call 0x1000 ;mov rdi, r14;call 0x2000 ;jmp 0x3000 ;jmp 0x4000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rbp-0x5c8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea rax, [rbp-0x690];lea r14, [rbp-0x6a0];mov qword ptr [rbp-0x6d8], rax;mov qword ptr [rbp-0x6d8], rax;mov qword ptr [rbp-0x6d8], rax","sub x0, x29, # 0x288;str x0, [];str x0, []"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rax, qword ptr [r13];mov rdi, r13;call qword ptr [rax+0x10];mov rdi, qword ptr [rbp-0x6d8];call 0x1000 ;mov rdi, r14;call 0x2000 ;jmp 0x3000 ;jmp 0x4000","ldr x8, [];ldr x0, [];blr x8 ;b 0x1000 ;mov x0, x19;bl 0x2000 ;b 0x3000"
"mov rdi, qword ptr [r13+0x148];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
