"amd64_code","aarch64_code"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"sub rsp, 0x1000;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x40;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"sub rsp, 0x1000;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x40;ret"
"mov rcx, qword ptr [rsp+0x8];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x18;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x8];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x18;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"add rsp, 0x18;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r15d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
"mov rax, qword ptr [rsp+0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x28;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"call 0x1000 ;mov dword ptr [rbx+0x15c] 0x2000;pop rbx ;jmp 0x3000"," bl 0x1000 ;mov w0, # 0x2000;str w0, [];b 0x3000"
"add rsp, 0x8;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"mov rax, qword ptr [rbp-0x38];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"lea rsp, [rbp-0x28];mov eax, r12d;pop rbx ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;pop rbp ;retn","mov sp, x29;ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x29, x30, [] # 0x50;ret"
"mov rax, qword ptr [r13];mov rdi, r13;call qword ptr [rax+0x10];mov rax, qword ptr [rbp-0x38];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x1, [];ldr x0, [];blr x1 ;cbnz w0, 0x1000"
"lea rsp, [rbp-0x28];mov eax, r12d;pop rbx ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;pop rbp ;retn","mov sp, x29;ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x29, x30, [] # 0x50;ret"
"add rsp, 0x8;mov eax, r12d;pop rbx ;pop r12 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x30;ret"
"mov rax, qword ptr [rsp+0x48];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x58;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rdi, r14;call 0x1000 ;mov dword ptr [rbx+0x184] 0x2000;call 0x3000 ;jmp 0x4000","mov x0, x21;bl 0x1000 ;mov w8, # 0x2000;str w8, [];b 0x3000"
"mov rax, qword ptr [rbp-0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];cmn x0, # 0;b.ne 0x1000"
"lea rsp, [rbp-0x10];pop rbx ;pop r14 ;pop rbp ;retn","mov sp, x29;ldp x20, x19, [];ldp x29, x30, [] # 0x20;ret"
"mov rbx, qword ptr [rsp+0x58];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x68;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rbx, qword ptr [rsp+0x58];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x68;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rcx, qword ptr [rsp+0x58];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x60;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rcx, qword ptr [rsp+0x58];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x60;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"mov rax, qword ptr [rsp+0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x28;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x70;ret"
"add rsp, 0x10;pop rbx ;retn","ldp x29, x30, [];add sp, sp, # 0x20;ret"
"mov rbx, qword ptr [rsp+0x28];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x30;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x28];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x30;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [rsp+0xf8];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x108;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x160;ret"
"mov rax, qword ptr [rsp+0xf8];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x108;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x160;ret"
"mov eax, esi;cmp dword ptr [rsp+0xc] 0x1000;mov dword ptr [rsp+0x38], esi;lea rbx, [rax*4];je 0x2000","mov w25, w1;cmn w25, # 0x1;b.eq 0x1000"
"mov rax, qword ptr [rsp+0xf8];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x108;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x160;ret"
"cmp dword ptr [rsp+0xc] 0x1000;je 0x2000","cmn w27, # 0x1;b.eq 0x1000"
"mov eax, esi;cmp dword ptr [rsp+0xc] 0x1000;mov dword ptr [rsp+0x38], esi;lea rbx, [rax*4];je 0x2000","mov w25, w1;cmn w25, # 0x1;b.eq 0x1000"
"mov rax, qword ptr [rsp+0xf8];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x108;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x160;ret"
"cmp dword ptr [rsp+0xc] 0x1000;je 0x2000","cmn w27, # 0x1;b.eq 0x1000"
"mov rax, qword ptr [rsp+0xf8];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x108;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x160;ret"
"mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;retn","mov w0, w21;ldp x19, x20, [];ldr x21, [];ldp x29, x30, [] # 0x30;ret"
"mov rbx, qword ptr [rsp+0x68];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x78;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [rsp+0x68];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x78;mov eax, r8d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"mov rax, qword ptr [rsp+0x68];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x78;mov eax, r8d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xb0;ret"
"add rsp, 0x18;pop rbx ;pop rbp ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x20;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [rsp+0x18];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x20;mov eax, r12d;pop rbx ;pop r12 ;pop r13 ;retn","ldp x19, x20, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x38];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x38];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rbx, qword ptr [rsp+0x38];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x40;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x29, x30, [] # 0x60;ret"
"mov rax, qword ptr [r13];mov rdi, r13;call qword ptr [rax+0x10];mov rdi, rbx;call 0x1000 ;call 0x2000 ;mov dword ptr [rbp-0x94] 0x3000;jmp 0x4000","ldr x8, [];ldr x8, [];mov x0, x19;bl 0x1000 ;bl 0x2000 ;b 0x3000"
"mov rax, qword ptr [rbp-0x38];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"mov eax, dword ptr [rbp-0x94];lea rsp, [rbp-0x28];pop rbx ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;pop rbp ;retn","mov w0, w23;ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldp x25, x26, [];ldp x27, x28, [];ldp x29, x30, [] # 0x60;ret"
"call 0x1000 ;call 0x2000 ;mov dword ptr [rbp-0x94] 0x3000;jmp 0x4000"," bl 0x1000 ;mov w23, # 0x2000;b 0x3000"
"mov rax, qword ptr [rbp-0x38];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"mov eax, dword ptr [rbp-0x94];lea rsp, [rbp-0x28];pop rbx ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;pop rbp ;retn","mov w0, w23;ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldp x25, x26, [];ldp x27, x28, [];ldp x29, x30, [] # 0x60;ret"
"mov rcx, qword ptr [rsp+0x28];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x30;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x19, x20, [];ldp x21, x22, [];ldp x23, x24, [];ldp x29, x30, [] # 0x60;ret"
"mov rdx, qword ptr [rsp+0x48];xor rdx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];cmp x1, x0;b.ne 0x1000"
"add rsp, 0x58;pop rbp ;pop r12 ;pop r13 ;pop r14 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rax, qword ptr [rsp+0x128];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x0, [];eor x0, x0, x28;cbnz x0, 0x1000"
"add rsp, 0x138;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x1a0;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rcx, qword ptr [rsp+0x38];xor rcx, qword ptr [fs:0x28];jne 0x1000","ldr x1, [];ldr x0, [];eor x0, x0, x1;cbnz x0, 0x1000"
"add rsp, 0x48;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x90;ret"
"mov rbx, qword ptr [rsp+0xe8];xor rbx, qword ptr [fs:0x28];jne 0x1000","ldr x19, [];ldr x0, [];eor x19, x19, x0;b.ne 0x1000"
"add rsp, 0xf8;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0x140;ret"
"mov rax, qword ptr [rsp+0x78];xor rax, qword ptr [fs:0x28];jne 0x1000","ldr x0, [];ldr x1, [];eor x0, x0, x1;cbnz x1, 0x1000"
"add rsp, 0x88;mov eax, r12d;pop rbx ;pop rbp ;pop r12 ;pop r13 ;pop r14 ;pop r15 ;retn","ldp x20, x19, [];ldp x22, x21, [];ldp x24, x23, [];ldp x26, x25, [];ldp x28, x27, [];ldp x29, x30, [];add sp, sp, # 0xd0;ret"
